st,state,a_mean,tot_emp,a_median,occ_title,group,year
FL,Florida,25820.0,337950.0,22730,Production occupations,major,2004
FL,Florida,24000.0,555750.0,19860,Transportation and material moving occupations,major,2004
GA,Georgia,85340.0,230820.0,73510,Management occupations,major,2004
GA,Georgia,54450.0,141020.0,49360,Business and financial operations occupations,major,2004
GA,Georgia,63350.0,97040.0,60560,Computer and mathematical occupations,major,2004
GA,Georgia,56920.0,55680.0,54060,Architecture and engineering occupations,major,2004
GA,Georgia,52210.0,23280.0,46750,"Life, physical, and social science occupations",major,2004
GA,Georgia,36010.0,37670.0,32770,Community and social services occupations,major,2004
GA,Georgia,72080.0,25790.0,51530,Legal occupations,major,2004
GA,Georgia,40120.0,233610.0,39950,"Education, training, and library occupations",major,2004
GA,Georgia,40520.0,33500.0,33590,"Arts, design, entertainment, sports, and media occupations",major,2004
GA,Georgia,53420.0,169470.0,43520,Healthcare practitioners and technical occupations,major,2004
GA,Georgia,21680.0,78640.0,20250,Healthcare support occupations,major,2004
GA,Georgia,29380.0,94440.0,27000,Protective service occupations,major,2004
GA,Georgia,16210.0,305280.0,14370,Food preparation and serving related occupations,major,2004
GA,Georgia,19470.0,114870.0,17670,Building and grounds cleaning and maintenance occupations,major,2004
GA,Georgia,22530.0,78420.0,17540,Personal care and service occupations,major,2004
GA,Georgia,30880.0,403250.0,21330,Sales and related occupations,major,2004
GA,Georgia,28050.0,671700.0,26190,Office and administrative support occupations,major,2004
GA,Georgia,20120.0,13310.0,18000,"Farming, fishing, and forestry occupations",major,2004
GA,Georgia,31330.0,166270.0,28550,Construction and extraction occupations,major,2004
GA,Georgia,36450.0,176270.0,34560,"Installation, maintenance, and repair occupations",major,2004
GA,Georgia,27130.0,334520.0,24850,Production occupations,major,2004
GA,Georgia,28300.0,321710.0,23320,Transportation and material moving occupations,major,2004
HI,Hawaii,78950.0,25510.0,69700,Management occupations,major,2004
HI,Hawaii,53910.0,20580.0,48730,Business and financial operations occupations,major,2004
HI,Hawaii,58220.0,7850.0,56100,Computer and mathematical occupations,major,2004
HI,Hawaii,60790.0,7920.0,60080,Architecture and engineering occupations,major,2004
HI,Hawaii,53030.0,4710.0,48560,"Life, physical, and social science occupations",major,2004
HI,Hawaii,39010.0,9370.0,36670,Community and social services occupations,major,2004
HI,Hawaii,62590.0,4240.0,51210,Legal occupations,major,2004
HI,Hawaii,42170.0,37250.0,38970,"Education, training, and library occupations",major,2004
HI,Hawaii,43840.0,9300.0,36460,"Arts, design, entertainment, sports, and media occupations",major,2004
HI,Hawaii,63580.0,22450.0,54020,Healthcare practitioners and technical occupations,major,2004
HI,Hawaii,26150.0,12080.0,25010,Healthcare support occupations,major,2004
HI,Hawaii,31410.0,19120.0,29130,Protective service occupations,major,2004
HI,Hawaii,21810.0,69450.0,18250,Food preparation and serving related occupations,major,2004
HI,Hawaii,23940.0,33470.0,24120,Building and grounds cleaning and maintenance occupations,major,2004
HI,Hawaii,24450.0,18950.0,20490,Personal care and service occupations,major,2004
HI,Hawaii,28280.0,57840.0,22040,Sales and related occupations,major,2004
HI,Hawaii,29990.0,97640.0,27950,Office and administrative support occupations,major,2004
HI,Hawaii,23090.0,930.0,20810,"Farming, fishing, and forestry occupations",major,2004
HI,Hawaii,47700.0,27050.0,47290,Construction and extraction occupations,major,2004
HI,Hawaii,40430.0,22380.0,38460,"Installation, maintenance, and repair occupations",major,2004
HI,Hawaii,28450.0,19720.0,23640,Production occupations,major,2004
HI,Hawaii,29570.0,37030.0,23700,Transportation and material moving occupations,major,2004
ID,Idaho,61040.0,38850.0,53540,Management occupations,major,2004
ID,Idaho,47710.0,17630.0,42450,Business and financial operations occupations,major,2004
ID,Idaho,54890.0,9770.0,50460,Computer and mathematical occupations,major,2004
ID,Idaho,60870.0,13670.0,57030,Architecture and engineering occupations,major,2004
ID,Idaho,45220.0,9100.0,39510,"Life, physical, and social science occupations",major,2004
ID,Idaho,33650.0,7910.0,32030,Community and social services occupations,major,2004
ID,Idaho,66820.0,3590.0,52630,Legal occupations,major,2004
ID,Idaho,39310.0,34270.0,40320,"Education, training, and library occupations",major,2004
ID,Idaho,32590.0,6460.0,27840,"Arts, design, entertainment, sports, and media occupations",major,2004
ID,Idaho,48560.0,26530.0,42820,Healthcare practitioners and technical occupations,major,2004
ID,Idaho,21260.0,14960.0,19580,Healthcare support occupations,major,2004
ID,Idaho,32750.0,11120.0,30180,Protective service occupations,major,2004
ID,Idaho,15650.0,47840.0,14270,Food preparation and serving related occupations,major,2004
ID,Idaho,19440.0,21000.0,18270,Building and grounds cleaning and maintenance occupations,major,2004
ID,Idaho,19410.0,10660.0,16880,Personal care and service occupations,major,2004
ID,Idaho,26260.0,59000.0,20480,Sales and related occupations,major,2004
ID,Idaho,25780.0,94420.0,23700,Office and administrative support occupations,major,2004
ID,Idaho,22850.0,5470.0,19590,"Farming, fishing, and forestry occupations",major,2004
ID,Idaho,32370.0,33950.0,30600,Construction and extraction occupations,major,2004
ID,Idaho,34040.0,26510.0,32740,"Installation, maintenance, and repair occupations",major,2004
ID,Idaho,26360.0,38090.0,24210,Production occupations,major,2004
ID,Idaho,24430.0,43480.0,22170,Transportation and material moving occupations,major,2004
IL,Illinois,82170.0,330510.0,71740,Management occupations,major,2004
IL,Illinois,58120.0,265550.0,50800,Business and financial operations occupations,major,2004
IL,Illinois,65610.0,132780.0,62950,Computer and mathematical occupations,major,2004
IL,Illinois,58080.0,89150.0,55020,Architecture and engineering occupations,major,2004
IL,Illinois,51790.0,42290.0,46840,"Life, physical, and social science occupations",major,2004
IL,Illinois,36690.0,64520.0,32770,Community and social services occupations,major,2004
IL,Illinois,102430.0,40630.0,79390,Legal occupations,major,2004
IL,Illinois,42540.0,374230.0,39260,"Education, training, and library occupations",major,2004
IL,Illinois,42030.0,62380.0,35940,"Arts, design, entertainment, sports, and media occupations",major,2004
IL,Illinois,51550.0,286220.0,43570,Healthcare practitioners and technical occupations,major,2004
IL,Illinois,23060.0,124760.0,21020,Healthcare support occupations,major,2004
IL,Illinois,37640.0,143570.0,33750,Protective service occupations,major,2004
IL,Illinois,17220.0,420930.0,14880,Food preparation and serving related occupations,major,2004
IL,Illinois,22240.0,190460.0,20230,Building and grounds cleaning and maintenance occupations,major,2004
IL,Illinois,24330.0,120860.0,18930,Personal care and service occupations,major,2004
IL,Illinois,33260.0,593780.0,22120,Sales and related occupations,major,2004
IL,Illinois,29440.0,1000110.0,27040,Office and administrative support occupations,major,2004
IL,Illinois,23540.0,7450.0,20220,"Farming, fishing, and forestry occupations",major,2004
IL,Illinois,49030.0,238840.0,49410,Construction and extraction occupations,major,2004
IL,Illinois,39990.0,208200.0,38300,"Installation, maintenance, and repair occupations",major,2004
IL,Illinois,29250.0,494070.0,26320,Production occupations,major,2004
IL,Illinois,29290.0,487780.0,24710,Transportation and material moving occupations,major,2004
IN,Indiana,74760.0,122080.0,64940,Management occupations,major,2004
IN,Indiana,48320.0,90990.0,43660,Business and financial operations occupations,major,2004
IN,Indiana,53500.0,38880.0,51010,Computer and mathematical occupations,major,2004
IN,Indiana,54840.0,49320.0,52150,Architecture and engineering occupations,major,2004
IN,Indiana,53870.0,17800.0,45020,"Life, physical, and social science occupations",major,2004
IN,Indiana,32440.0,29060.0,30160,Community and social services occupations,major,2004
IN,Indiana,55760.0,12900.0,42780,Legal occupations,major,2004
IN,Indiana,38040.0,158060.0,35110,"Education, training, and library occupations",major,2004
IN,Indiana,33270.0,26900.0,28700,"Arts, design, entertainment, sports, and media occupations",major,2004
IN,Indiana,51160.0,147260.0,41570,Healthcare practitioners and technical occupations,major,2004
IN,Indiana,22650.0,63810.0,21450,Healthcare support occupations,major,2004
IN,Indiana,29870.0,55790.0,27480,Protective service occupations,major,2004
IN,Indiana,16520.0,252930.0,15320,Food preparation and serving related occupations,major,2004
IN,Indiana,21230.0,90740.0,19270,Building and grounds cleaning and maintenance occupations,major,2004
IN,Indiana,19990.0,53640.0,17910,Personal care and service occupations,major,2004
IN,Indiana,28990.0,279520.0,20050,Sales and related occupations,major,2004
IN,Indiana,26920.0,458020.0,24760,Office and administrative support occupations,major,2004
IN,Indiana,39760.0,141070.0,38120,Construction and extraction occupations,major,2004
IN,Indiana,36840.0,130050.0,34810,"Installation, maintenance, and repair occupations",major,2004
IN,Indiana,31400.0,391660.0,28550,Production occupations,major,2004
IN,Indiana,28500.0,251220.0,25340,Transportation and material moving occupations,major,2004
IA,Iowa,72110.0,57400.0,63730,Management occupations,major,2004
IA,Iowa,47050.0,55030.0,42810,Business and financial operations occupations,major,2004
IA,Iowa,53730.0,23760.0,52210,Computer and mathematical occupations,major,2004
IA,Iowa,53050.0,15880.0,50870,Architecture and engineering occupations,major,2004
IA,Iowa,46950.0,9780.0,42970,"Life, physical, and social science occupations",major,2004
IA,Iowa,32110.0,20610.0,30330,Community and social services occupations,major,2004
IA,Iowa,59910.0,6800.0,46530,Legal occupations,major,2004
IA,Iowa,34400.0,87000.0,31100,"Education, training, and library occupations",major,2004
IA,Iowa,30330.0,16710.0,26030,"Arts, design, entertainment, sports, and media occupations",major,2004
IA,Iowa,49240.0,70150.0,40780,Healthcare practitioners and technical occupations,major,2004
IA,Iowa,21950.0,41430.0,21060,Healthcare support occupations,major,2004
IA,Iowa,32750.0,22390.0,32460,Protective service occupations,major,2004
IA,Iowa,15980.0,121660.0,14470,Food preparation and serving related occupations,major,2004
IA,Iowa,20220.0,46130.0,18600,Building and grounds cleaning and maintenance occupations,major,2004
IA,Iowa,18880.0,33710.0,16680,Personal care and service occupations,major,2004
IA,Iowa,27480.0,149430.0,19410,Sales and related occupations,major,2004
IA,Iowa,25990.0,237570.0,24080,Office and administrative support occupations,major,2004
IA,Iowa,22400.0,5550.0,19860,"Farming, fishing, and forestry occupations",major,2004
IA,Iowa,34200.0,65330.0,32330,Construction and extraction occupations,major,2004
IA,Iowa,34350.0,60070.0,32900,"Installation, maintenance, and repair occupations",major,2004
IA,Iowa,28590.0,159840.0,26990,Production occupations,major,2004
IA,Iowa,27130.0,116940.0,24800,Transportation and material moving occupations,major,2004
KS,Kansas,77910.0,56840.0,67950,Management occupations,major,2004
KS,Kansas,50570.0,49690.0,45350,Business and financial operations occupations,major,2004
KS,Kansas,61610.0,27030.0,58520,Computer and mathematical occupations,major,2004
KS,Kansas,58450.0,26960.0,56260,Architecture and engineering occupations,major,2004
KS,Kansas,50030.0,9170.0,44670,"Life, physical, and social science occupations",major,2004
KS,Kansas,31530.0,16190.0,29800,Community and social services occupations,major,2004
KS,Kansas,62950.0,7800.0,46000,Legal occupations,major,2004
KS,Kansas,34130.0,83400.0,32360,"Education, training, and library occupations",major,2004
KS,Kansas,32560.0,14690.0,27880,"Arts, design, entertainment, sports, and media occupations",major,2004
KS,Kansas,50300.0,65960.0,41750,Healthcare practitioners and technical occupations,major,2004
KS,Kansas,21290.0,40830.0,20290,Healthcare support occupations,major,2004
KS,Kansas,30420.0,24430.0,27120,Protective service occupations,major,2004
KS,Kansas,16190.0,106350.0,14950,Food preparation and serving related occupations,major,2004
KS,Kansas,19680.0,42200.0,17640,Building and grounds cleaning and maintenance occupations,major,2004
KS,Kansas,19540.0,30900.0,17580,Personal care and service occupations,major,2004
KS,Kansas,31310.0,133310.0,20480,Sales and related occupations,major,2004
KS,Kansas,26280.0,222520.0,24200,Office and administrative support occupations,major,2004
KS,Kansas,24140.0,3030.0,22230,"Farming, fishing, and forestry occupations",major,2004
